fold,val_std,num_bases,full_val,num_workers,lr,gd_type,params,batch_size,test_std,mol_emb_dim,val_mean,eval_batch_size,exp_dir,num_layers,data_path,emb_dim,psearch,test_mean,l2,metric,full_test,val_method,train_data_set,gd_deg,num_epochs,JK,dropout,neg_sample,reach_dist
10,0.0,,"{'val_loss': 0.3601066768169403, 'apr': 0.9246246834787549, 'auc': 0.9086684826149656, 'h50': 0.869198312236287}",20,0.0001,HorGD,"[['num_layers', 3]]",64,0.0,32,0.9086684826149656,64,./saved_exp/2023-10-25 21:53:44.719734,2,./data,32,True,0.88637592802006,0,auc,"{'val_loss': 0.42294299602508545, 'apr': 0.8926052752698979, 'auc': 0.88637592802006, 'h50': 0.7610993657505285}",,citeseer,False,100,last,0,,3
10,0.022110831935702676,,"{'val_loss': [0.7433435916900635, 0.8116496801376343, 0.6957978010177612, 0.7081718444824219, 0.7394983768463135, 0.7792084813117981, 0.7261748313903809, 0.7341328859329224, 0.7150759696960449, 0.7757002115249634], 'acc': [0.48333333333333334, 0.5, 0.5083333333333333, 0.48333333333333334, 0.5083333333333333, 0.5, 0.525, 0.44166666666666665, 0.5166666666666667, 0.5]}",20,0.0001,VerGD,"[['num_layers', 2]]",64,0.037831864876053896,32,0.4966666666666667,64,./saved_exp/2023-10-24 13:11:44.964564,2,./data,32,False,0.49416666666666664,0,acc,"{'test_loss': [0.7489845156669617, 0.7796519994735718, 0.6976685523986816, 0.696265459060669, 0.7602412104606628, 0.7780648469924927, 0.7732009887695312, 0.7162231206893921, 0.697198212146759, 0.79477858543396], 'acc': [0.48333333333333334, 0.525, 0.4666666666666667, 0.5333333333333333, 0.5, 0.5, 0.4083333333333333, 0.55, 0.475, 0.5]}",,exp,False,100,last,0,,3
10,0.0,4,"{'val_loss': 0.5430494546890259, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7669902912621359, 'mrr': 0.883495145631068}",20,0.0001,VerGD,"[['num_layers', 2]]",64,0.0,32,1.0,64,./saved_exp/2023-10-25 18:14:12.159508,2,./data,32,True,1.0,0,h10,"{'val_loss': 0.5835577845573425, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7024390243902439, 'mrr': 0.8512195121951219}",ind,fb237_v1,True,100,last,0,1,3
10,0.0,,"{'val_loss': 0.3588542342185974, 'apr': 0.9267017110727707, 'auc': 0.9097366874966618, 'h50': 0.869198312236287}",20,0.0001,HorGD,"[['num_layers', 3]]",64,0.0,32,0.9097366874966618,64,./saved_exp/2023-10-25 22:06:33.602228,2,./data,32,True,0.8823710828725824,0,auc,"{'val_loss': 0.4190148115158081, 'apr': 0.8943897747511809, 'auc': 0.8823710828725824, 'h50': 0.7674418604651163}",,citeseer,False,100,last,0,,3
10,0.01407902349647131,,"{'val_loss': [0.48874226212501526, 0.49840766191482544, 0.519597589969635, 0.5295637845993042, 0.5084346532821655, 0.4939908981323242, 0.49184760451316833, 0.448666512966156, 0.5145331621170044, 0.47532182931900024], 'acc': [0.847457627118644, 0.8220338983050848, 0.8305084745762712, 0.8220338983050848, 0.8389830508474576, 0.8559322033898306, 0.8220338983050848, 0.864406779661017, 0.8305084745762712, 0.8389830508474576]}",20,0.001,True,"[['num_layers', 3]]",32,0.024208231961162223,32,0.8372881355932205,32,./saved_exp/2023-10-25 21:58:12.420398,5,./data,32,True,0.7694915254237288,0,acc,"{'test_loss': [0.7269223928451538, 0.7630629539489746, 0.4662398099899292, 0.4770199656486511, 1.187074899673462, 1.3736441135406494, 0.7910110950469971, 0.5653693079948425, 0.5000945329666138, 0.47749394178390503], 'acc': [0.788135593220339, 0.7627118644067796, 0.8135593220338984, 0.8050847457627118, 0.7627118644067796, 0.7627118644067796, 0.7542372881355932, 0.7288135593220338, 0.7542372881355932, 0.7627118644067796]}",,DD,True,100,last,0,,3
10,0.0,4,"{'val_loss': 0.13342727720737457, 'h1000': 1.0, 'h100': 1.0, 'h10': 0.6747572815533981, 'h3': 0.39805825242718446, 'h1': 0.15048543689320387, 'mrr': 0.3263846943606313}",20,0.0001,HorGD,"[['num_layers', 3]]",64,0.0,32,0.6747572815533981,64,./saved_exp/2023-10-26 12:06:09.918061,2,./data,32,True,0.6439024390243903,0,h10,"{'val_loss': 0.13251495361328125, 'h1000': 1.0, 'h100': 1.0, 'h10': 0.6439024390243903, 'h3': 0.35609756097560974, 'h1': 0.09268292682926829, 'mrr': 0.27504557260729723}",ind,fb237_v1,False,100,last,0,50,3
10,0.0,4,"{'val_loss': 0.651348888874054, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7170900692840647, 'mrr': 0.8585450346420324}",20,0.0001,VerGD,"[['num_layers', 2]]",64,0.0,32,1.0,64,./saved_exp/2023-10-25 18:20:08.812661,2,./data,32,True,1.0,0,h10,"{'val_loss': 0.6357952952384949, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7445086705202312, 'mrr': 0.8722543352601156}",ind,fb237_v3,True,100,last,0,1,3
10,0.019999999999999997,,"{'val_loss': [1.7043908834457397, 1.7649264335632324, 1.6765559911727905, 1.7444525957107544, 1.9259694814682007, 1.6962286233901978, 1.7032610177993774, 1.674918293952942, 1.801300287246704, 1.6991456747055054], 'acc': [0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.26666666666666666, 0.3333333333333333]}",20,0.001,VerGD,"[['num_layers', 2]]",16,0.019999999999999997,32,0.32666666666666666,16,./saved_exp/2023-10-24 11:50:14.526928,2,./data,32,False,0.32666666666666666,0,acc,"{'test_loss': [1.7043908834457397, 1.7649264335632324, 1.6765559911727905, 1.7444525957107544, 1.9259694814682007, 1.6962286233901978, 1.7032610177993774, 1.674913763999939, 1.801300287246704, 1.6991456747055054], 'acc': [0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.26666666666666666, 0.3333333333333333]}",,csl,False,100,last,0,,3
10,0.0,4,"{'val_loss': 0.11329886317253113, 'h1000': 1.0, 'h100': 1.0, 'h10': 0.7633262260127932, 'h3': 0.5223880597014925, 'h1': 0.34328358208955223, 'mrr': 0.47547241754710556}",20,0.0001,VerGD,"[['num_layers', 3]]",64,0.0,32,0.7633262260127932,64,./saved_exp/2023-10-26 12:59:11.417015,2,./data,32,True,0.7677824267782427,0,h10,"{'val_loss': 0.11309988796710968, 'h1000': 1.0, 'h100': 1.0, 'h10': 0.7677824267782427, 'h3': 0.5502092050209205, 'h1': 0.35355648535564854, 'mrr': 0.4875580694137201}",ind,fb237_v2,False,100,last,0,50,3
10,0.0,4,"{'val_loss': 0.5277531147003174, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7313432835820896, 'mrr': 0.8656716417910447}",20,0.0001,HorGD,"[['num_layers', 2]]",64,0.0,32,1.0,64,./saved_exp/2023-10-24 14:35:09.361442,2,./data,32,True,1.0,0,h10,"{'val_loss': 0.5326396226882935, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7384937238493724, 'mrr': 0.8692468619246861}",ind,fb237_v2,False,100,last,0,1,3
10,0.013018891098082392,,"{'val_loss': [0.5241664052009583, 0.4613202214241028, 0.5032380819320679, 0.5079451203346252, 0.502747654914856, 0.4987293779850006, 0.4604073166847229, 0.5123574733734131, 0.5537607669830322, 0.4413692355155945], 'acc': [0.8305084745762712, 0.864406779661017, 0.8305084745762712, 0.8305084745762712, 0.8305084745762712, 0.8389830508474576, 0.8389830508474576, 0.864406779661017, 0.8305084745762712, 0.847457627118644]}",20,0.001,HorGD,"[['num_layers', 3]]",32,0.016079377933059576,32,0.8406779661016948,32,./saved_exp/2023-10-25 21:58:12.492499,5,./data,32,True,0.7627118644067796,0,acc,"{'test_loss': [0.6770376563072205, 0.46151119470596313, 0.4893280267715454, 0.8904083967208862, 0.5573534369468689, 0.5146472454071045, 0.4765261113643646, 0.5153283476829529, 0.7875100374221802, 0.49410516023635864], 'acc': [0.7288135593220338, 0.7711864406779662, 0.7627118644067796, 0.7542372881355932, 0.7457627118644068, 0.7627118644067796, 0.7796610169491526, 0.7711864406779662, 0.7627118644067796, 0.788135593220339]}",,DD,True,100,last,0,,3
10,0.0,,"{'val_loss': [0.01100462768226862, 0.019942987710237503, 0.15675124526023865, 0.0005883491248823702, 0.09276716411113739, 0.03737565129995346, 0.0012151784030720592, 0.005395026411861181, 0.11515811830759048, 0.08568152040243149], 'acc': [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]}",20,0.001,HorGD,"[['num_layers', 4]]",16,0.0,32,1.0,16,./saved_exp/2023-10-13 21:05:55.479942,4,./data,32,False,1.0,0,acc,"{'test_loss': [0.01100462768226862, 0.019942987710237503, 0.15675124526023865, 0.0005883491248823702, 0.09276716411113739, 0.03737565129995346, 0.0012151784030720592, 0.00539504224434495, 0.11515811830759048, 0.08568152040243149], 'acc': [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]}",,csl,False,100,last,0,,3
10,0.0,4,"{'val_loss': 0.6093778014183044, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7443502824858758, 'mrr': 0.8721751412429378}",20,0.0001,VerGD,"[['num_layers', 2]]",64,0.0,32,1.0,64,./saved_exp/2023-10-25 18:20:08.714887,2,./data,32,True,1.0,0,h10,"{'val_loss': 0.6073340177536011, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7436797752808989, 'mrr': 0.8718398876404494}",ind,fb237_v4,True,100,last,0,1,3
10,0.0,4,"{'val_loss': 0.36575552821159363, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.8702702702702703, 'mrr': 0.9351351351351351}",20,0.0001,HorGD,"[['num_layers', 2]]",64,0.0,32,1.0,64,./saved_exp/2023-10-25 17:40:51.079536,2,./data,32,True,1.0,0,h10,"{'val_loss': 0.37431800365448, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.8670212765957447, 'mrr': 0.9335106382978723}",ind,WN18RR_v1,False,100,last,0,1,3
10,0.03265986323710904,,"{'val_loss': [0.8206022381782532, 0.7771402597427368, 0.9192054271697998, 0.7508403658866882, 1.0087248086929321, 0.786849856376648, 0.7589970827102661, 0.8316071033477783, 0.7965988516807556, 0.7568656802177429], 'acc': [0.6, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6, 0.6, 0.6, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666]}",20,0.001,HorGD,"[['num_layers', 3]]",16,0.03265986323710904,32,0.64,16,./saved_exp/2023-10-24 14:38:27.702728,3,./data,32,False,0.64,0,acc,"{'test_loss': [0.8206022381782532, 0.7771402597427368, 0.9192054271697998, 0.7508403658866882, 1.0087248086929321, 0.786849856376648, 0.7589970827102661, 0.8316071033477783, 0.7965988516807556, 0.7568656802177429], 'acc': [0.6, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6, 0.6, 0.6, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666]}",,csl,False,100,last,0,,3
10,0.0,4,"{'val_loss': 0.41674646735191345, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.8964241676942046, 'mrr': 0.9482120838471023}",20,0.0001,HorGD,"[['num_layers', 2]]",64,0.0,32,1.0,64,./saved_exp/2023-10-25 17:40:51.079541,2,./data,32,True,1.0,0,h10,"{'val_loss': 0.4127958416938782, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.8887515451174289, 'mrr': 0.9443757725587144}",ind,nell_v3,False,100,last,0,1,3
10,0.0,4,"{'val_loss': 0.5884517431259155, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7281553398058253, 'mrr': 0.8640776699029126}",20,0.0001,HorGD,"[['num_layers', 2]]",64,0.0,32,1.0,64,./saved_exp/2023-10-24 14:35:09.320429,2,./data,32,True,1.0,0,h10,"{'val_loss': 0.5854321122169495, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7317073170731707, 'mrr': 0.8658536585365854}",ind,fb237_v1,False,100,last,0,1,3
10,0.03096817362677008,,"{'val_loss': [0.7168532609939575, 0.704243540763855, 0.738618791103363, 0.7264055013656616, 0.7033275365829468, 0.6880697011947632, 0.7006582617759705, 0.6869439482688904, 0.7845708131790161, 0.7022563219070435], 'acc': [0.5166666666666667, 0.5583333333333333, 0.5, 0.5083333333333333, 0.5166666666666667, 0.5916666666666667, 0.475, 0.5416666666666666, 0.5416666666666666, 0.525]}",20,0.0001,VerGD,"[['num_layers', 2]]",64,0.039095680352466335,32,0.5275000000000001,64,./saved_exp/2023-10-24 18:04:04.228592,2,./data,32,False,0.4808333333333333,0,acc,"{'test_loss': [0.739037036895752, 0.7513824105262756, 0.7177242040634155, 0.7263494729995728, 0.6987308263778687, 0.7151974439620972, 0.6921331286430359, 0.7092370390892029, 0.8446646928787231, 0.7141426801681519], 'acc': [0.475, 0.4083333333333333, 0.5, 0.5166666666666667, 0.5166666666666667, 0.43333333333333335, 0.5416666666666666, 0.45, 0.475, 0.49166666666666664]}",,exp,True,100,last,0,,3
10,0.0,4,"{'val_loss': 0.7473633885383606, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.6096654275092936, 'mrr': 0.8048327137546468}",20,0.0001,HorGD,"[['num_layers', 2]]",64,0.0,32,1.0,64,./saved_exp/2023-10-25 17:40:50.999833,2,./data,32,True,1.0,0,h10,"{'val_loss': 0.6848230957984924, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.6760330578512397, 'mrr': 0.8380165289256198}",ind,WN18RR_v3,False,100,last,0,1,3
10,0.0,,"{'val_loss': 0.08317462354898453, 'auc': 0.7945387517146776, 'apr': 0.2848885270620076}",20,0.0001,VerGD,"[['num_layers', 5]]",64,0.0,32,0.7945387517146776,64,./saved_exp/2023-10-26 11:28:56.712747,2,./data,32,True,0.7608818246779583,0,auc,"{'test_loss': 0.11658886820077896, 'auc': 0.7608818246779583, 'apr': 0.2925388569964415}",,ogbg-molhiv,True,100,last,0,,3
10,0.0,4,"{'val_loss': 0.3627685010433197, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.8810810810810811, 'mrr': 0.9405405405405406}",20,0.0001,VerGD,"[['num_layers', 2]]",64,0.0,32,1.0,64,./saved_exp/2023-10-25 18:30:47.975920,2,./data,32,True,1.0,0,h10,"{'val_loss': 0.355292946100235, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.8936170212765957, 'mrr': 0.9468085106382979}",ind,WN18RR_v1,False,100,last,0,1,3
10,0.0,,"{'val_loss': 0.08334807306528091, 'auc': 0.7605299578679207, 'apr': 0.263498479370642}",20,0.0001,HorGD,"[['num_layers', 5]]",64,0.0,32,0.7605299578679207,64,./saved_exp/2023-10-09 22:48:04.119139,2,./data,32,True,0.7085845613086387,0,auc,"{'test_loss': 0.11689463257789612, 'auc': 0.7085845613086387, 'apr': 0.2959624057312447}",,ogbg-molhiv,False,100,last,0,,3
10,0.0,,"{'val_loss': 0.6713752746582031, 'apr': 0.9051679084137221, 'auc': 0.9000618797017509, 'h50': 0.6463284734704746}",32,0.001,HorGD,"[['num_layers', 2]]",4096,0.0,32,0.6463284734704746,512,./saved_exp/2023-10-09 22:57:39.013050,2,./data,32,True,0.5398130760430832,0,h50,"{'val_loss': 0.7151784896850586, 'apr': 0.8607607551855531, 'auc': 0.8815270104038507, 'h50': 0.5398130760430832}",,ogbl-collab,False,100,last,0,,3
10,0.0,4,"{'val_loss': 0.6440577507019043, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7240184757505773, 'mrr': 0.8620092378752887}",20,0.0001,HorGD,"[['num_layers', 2]]",64,0.0,32,1.0,64,./saved_exp/2023-10-24 14:35:09.320639,2,./data,32,True,1.0,0,h10,"{'val_loss': 0.6364914178848267, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7132947976878613, 'mrr': 0.8566473988439306}",ind,fb237_v3,False,100,last,0,1,3
10,0.0,4,"{'val_loss': 0.571717381477356, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.8235294117647058, 'mrr': 0.9117647058823529}",20,0.0001,VerGD,"[['num_layers', 2]]",64,0.0,32,1.0,64,./saved_exp/2023-10-25 18:31:56.871341,2,./data,32,True,1.0,0,h10,"{'val_loss': 0.5288988947868347, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.8697478991596639, 'mrr': 0.9348739495798319}",ind,nell_v2,False,100,last,0,1,3
