full_test,params,train_data_set,psearch,test_mean,gd_type,reach_dist,emb_dim,num_bases,lr,num_workers,val_mean,val_std,val_method,JK,dropout,l2,gd_deg,fold,eval_batch_size,batch_size,exp_dir,neg_sample,num_epochs,full_val,mol_emb_dim,metric,test_std,num_layers,data_path
"{'test_loss': [0.05698256939649582, 0.04982006549835205, 0.016727782785892487, 0.032967161387205124, 0.05397863686084747, 0.04540450870990753, 0.03727518022060394, 0.011051305569708347, 0.020174948498606682, 0.024266667664051056], 'acc': [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]}","[['num_layers', 3], ['gd_deg', True]]",exp,True,1.0,VerGD,3,32,,0.0001,20,1.0,0.0,,last,0,0,False,10,64,64,./saved_exp/2023-10-14 07:20:12.709846,,100,"{'val_loss': [0.06828784942626953, 0.05090803653001785, 0.01663559302687645, 0.03359557315707207, 0.0709826648235321, 0.052123233675956726, 0.03535105288028717, 0.017636489123106003, 0.029868241399526596, 0.026705510914325714], 'acc': [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]}",32,acc,0.0,4,./data
"{'test_loss': [0.45985835790634155, 0.5366867184638977, 0.6919047236442566, 0.49985983967781067, 0.49172133207321167, 0.5777254104614258, 0.5130685567855835, 0.42914366722106934, 0.6558340191841125, 0.5366971492767334], 'acc': [0.7796610169491526, 0.7796610169491526, 0.7288135593220338, 0.7542372881355932, 0.7542372881355932, 0.7203389830508474, 0.7796610169491526, 0.7966101694915254, 0.7288135593220338, 0.7203389830508474]}","[['num_layers', 2], ['gd_deg', True]]",DD,True,0.7542372881355932,VerGD,3,32,,0.001,20,0.840677966101695,0.009882969313297109,,last,0,0,True,10,32,32,./saved_exp/2023-10-25 21:58:12.422432,,100,"{'val_loss': [0.4821716845035553, 0.4923500716686249, 0.5589231252670288, 0.47223860025405884, 0.4798678457736969, 0.49041855335235596, 0.5081014037132263, 0.48826736211776733, 0.4647362232208252, 0.5212068557739258], 'acc': [0.847457627118644, 0.847457627118644, 0.8389830508474576, 0.8305084745762712, 0.8559322033898306, 0.8389830508474576, 0.8220338983050848, 0.847457627118644, 0.847457627118644, 0.8305084745762712]}",32,acc,0.027065626140120893,5,./data
"{'val_loss': 0.37851396203041077, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.8594104308390023, 'mrr': 0.9297052154195011}","[['num_layers', 2]]",WN18RR_v2,True,1.0,HorGD,3,32,4,0.0001,20,1.0,0.0,ind,last,0,0,False,10,64,64,./saved_exp/2023-10-25 17:40:50.999827,1,100,"{'val_loss': 0.34600186347961426, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.8637469586374696, 'mrr': 0.9318734793187348}",32,h10,0.0,2,./data
"{'test_loss': [0.017898622900247574, 0.020683269947767258, 0.04411514103412628, 0.04813661426305771, 0.024572283029556274, 0.05301171913743019, 0.0959692969918251, 0.0522192120552063, 0.039854422211647034, 0.017943479120731354], 'acc': [1.0, 1.0, 1.0, 0.9916666666666667, 1.0, 1.0, 0.975, 1.0, 1.0, 1.0]}","[['num_layers', 3]]",exp,True,0.9966666666666667,HorGD,3,32,,0.0001,20,1.0,0.0,,last,0,0,False,10,64,64,./saved_exp/2023-10-13 21:51:15.547203,,100,"{'val_loss': [0.016975058242678642, 0.023437561467289925, 0.048805058002471924, 0.037277474999427795, 0.027874212712049484, 0.059787943959236145, 0.05487167090177536, 0.05475179851055145, 0.041076090186834335, 0.017082542181015015], 'acc': [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]}",32,acc,0.007637626158259738,4,./data
"{'val_loss': 0.5571151971817017, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.8466386554621849, 'mrr': 0.9233193277310925}","[['num_layers', 2]]",nell_v2,True,1.0,HorGD,3,32,4,0.0001,20,1.0,0.0,ind,last,0,0,False,10,64,64,./saved_exp/2023-10-25 17:40:51.234890,1,100,"{'val_loss': 0.604093074798584, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.8366013071895425, 'mrr': 0.9183006535947712}",32,h10,0.0,2,./data
"{'val_loss': 0.6012147665023804, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.723314606741573, 'mrr': 0.8616573033707865}","[['num_layers', 2]]",fb237_v4,True,1.0,HorGD,3,32,4,0.0001,20,1.0,0.0,ind,last,0,0,False,10,64,64,./saved_exp/2023-10-24 14:35:09.320424,1,100,"{'val_loss': 0.6104112863540649, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7365819209039548, 'mrr': 0.8682909604519774}",32,h10,0.0,2,./data
"{'val_loss': 0.06390856951475143, 'h1000': 1.0, 'h100': 1.0, 'h10': 0.7388429752066116, 'h3': 0.6545454545454545, 'h1': 0.4909090909090909, 'mrr': 0.5902706155422008}","[['num_layers', 5]]",WN18RR_v3,True,0.7388429752066116,HorGD,3,32,4,0.0001,20,0.7602230483271375,0.0,ind,last,0,0,False,10,64,64,./saved_exp/2023-10-26 17:09:47.769335,50,100,"{'val_loss': 0.06577367335557938, 'h1000': 1.0, 'h100': 1.0, 'h10': 0.7602230483271375, 'h3': 0.6561338289962825, 'h1': 0.5185873605947955, 'mrr': 0.6071188422898504}",32,h10,0.0,2,./data
"{'val_loss': 0.5314916372299194, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7761506276150628, 'mrr': 0.8880753138075314}","[['num_layers', 2]]",fb237_v2,True,1.0,VerGD,3,32,4,0.0001,20,1.0,0.0,ind,last,0,0,True,10,64,64,./saved_exp/2023-10-25 18:20:08.783324,1,100,"{'val_loss': 0.5306877493858337, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.767590618336887, 'mrr': 0.8837953091684435}",32,h10,0.0,2,./data
"{'val_loss': 0.42294299602508545, 'apr': 0.8926052752698979, 'auc': 0.88637592802006, 'h50': 0.7610993657505285}","[['num_layers', 3]]",citeseer,True,0.88637592802006,HorGD,3,32,,0.0001,20,0.9086684826149656,0.0,,last,0,0,False,10,64,64,./saved_exp/2023-10-25 21:53:44.719734,,100,"{'val_loss': 0.3601066768169403, 'apr': 0.9246246834787549, 'auc': 0.9086684826149656, 'h50': 0.869198312236287}",32,auc,0.0,2,./data
"{'test_loss': [0.7489845156669617, 0.7796519994735718, 0.6976685523986816, 0.696265459060669, 0.7602412104606628, 0.7780648469924927, 0.7732009887695312, 0.7162231206893921, 0.697198212146759, 0.79477858543396], 'acc': [0.48333333333333334, 0.525, 0.4666666666666667, 0.5333333333333333, 0.5, 0.5, 0.4083333333333333, 0.55, 0.475, 0.5]}","[['num_layers', 2]]",exp,False,0.49416666666666664,VerGD,3,32,,0.0001,20,0.4966666666666667,0.022110831935702676,,last,0,0,False,10,64,64,./saved_exp/2023-10-24 13:11:44.964564,,100,"{'val_loss': [0.7433435916900635, 0.8116496801376343, 0.6957978010177612, 0.7081718444824219, 0.7394983768463135, 0.7792084813117981, 0.7261748313903809, 0.7341328859329224, 0.7150759696960449, 0.7757002115249634], 'acc': [0.48333333333333334, 0.5, 0.5083333333333333, 0.48333333333333334, 0.5083333333333333, 0.5, 0.525, 0.44166666666666665, 0.5166666666666667, 0.5]}",32,acc,0.037831864876053896,2,./data
"{'val_loss': 0.5835577845573425, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7024390243902439, 'mrr': 0.8512195121951219}","[['num_layers', 2]]",fb237_v1,True,1.0,VerGD,3,32,4,0.0001,20,1.0,0.0,ind,last,0,0,True,10,64,64,./saved_exp/2023-10-25 18:14:12.159508,1,100,"{'val_loss': 0.5430494546890259, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7669902912621359, 'mrr': 0.883495145631068}",32,h10,0.0,2,./data
"{'val_loss': 0.4190148115158081, 'apr': 0.8943897747511809, 'auc': 0.8823710828725824, 'h50': 0.7674418604651163}","[['num_layers', 3]]",citeseer,True,0.8823710828725824,HorGD,3,32,,0.0001,20,0.9097366874966618,0.0,,last,0,0,False,10,64,64,./saved_exp/2023-10-25 22:06:33.602228,,100,"{'val_loss': 0.3588542342185974, 'apr': 0.9267017110727707, 'auc': 0.9097366874966618, 'h50': 0.869198312236287}",32,auc,0.0,2,./data
"{'val_loss': 0.04523973912000656, 'h1000': 1.0, 'h100': 1.0, 'h10': 0.8480725623582767, 'h3': 0.8367346938775511, 'h1': 0.782312925170068, 'mrr': 0.8162371340889143}","[['num_layers', 5]]",WN18RR_v2,True,0.8480725623582767,VerGD,3,32,4,0.0001,20,0.878345498783455,0.0,ind,last,0,0,False,10,64,64,./saved_exp/2023-10-26 15:51:00.398212,50,100,"{'val_loss': 0.042669136077165604, 'h1000': 1.0, 'h100': 1.0, 'h10': 0.878345498783455, 'h3': 0.8613138686131386, 'h1': 0.8004866180048662, 'mrr': 0.8362956084786535}",32,h10,0.0,2,./data
"{'test_loss': [0.7269223928451538, 0.7630629539489746, 0.4662398099899292, 0.4770199656486511, 1.187074899673462, 1.3736441135406494, 0.7910110950469971, 0.5653693079948425, 0.5000945329666138, 0.47749394178390503], 'acc': [0.788135593220339, 0.7627118644067796, 0.8135593220338984, 0.8050847457627118, 0.7627118644067796, 0.7627118644067796, 0.7542372881355932, 0.7288135593220338, 0.7542372881355932, 0.7627118644067796]}","[['num_layers', 3]]",DD,True,0.7694915254237288,True,3,32,,0.001,20,0.8372881355932205,0.01407902349647131,,last,0,0,True,10,32,32,./saved_exp/2023-10-25 21:58:12.420398,,100,"{'val_loss': [0.48874226212501526, 0.49840766191482544, 0.519597589969635, 0.5295637845993042, 0.5084346532821655, 0.4939908981323242, 0.49184760451316833, 0.448666512966156, 0.5145331621170044, 0.47532182931900024], 'acc': [0.847457627118644, 0.8220338983050848, 0.8305084745762712, 0.8220338983050848, 0.8389830508474576, 0.8559322033898306, 0.8220338983050848, 0.864406779661017, 0.8305084745762712, 0.8389830508474576]}",32,acc,0.024208231961162223,5,./data
"{'val_loss': 0.13251495361328125, 'h1000': 1.0, 'h100': 1.0, 'h10': 0.6439024390243903, 'h3': 0.35609756097560974, 'h1': 0.09268292682926829, 'mrr': 0.27504557260729723}","[['num_layers', 3]]",fb237_v1,True,0.6439024390243903,HorGD,3,32,4,0.0001,20,0.6747572815533981,0.0,ind,last,0,0,False,10,64,64,./saved_exp/2023-10-26 12:06:09.918061,50,100,"{'val_loss': 0.13342727720737457, 'h1000': 1.0, 'h100': 1.0, 'h10': 0.6747572815533981, 'h3': 0.39805825242718446, 'h1': 0.15048543689320387, 'mrr': 0.3263846943606313}",32,h10,0.0,2,./data
"{'val_loss': 0.6357952952384949, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7445086705202312, 'mrr': 0.8722543352601156}","[['num_layers', 2]]",fb237_v3,True,1.0,VerGD,3,32,4,0.0001,20,1.0,0.0,ind,last,0,0,True,10,64,64,./saved_exp/2023-10-25 18:20:08.812661,1,100,"{'val_loss': 0.651348888874054, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7170900692840647, 'mrr': 0.8585450346420324}",32,h10,0.0,2,./data
"{'test_loss': [1.7043908834457397, 1.7649264335632324, 1.6765559911727905, 1.7444525957107544, 1.9259694814682007, 1.6962286233901978, 1.7032610177993774, 1.674913763999939, 1.801300287246704, 1.6991456747055054], 'acc': [0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.26666666666666666, 0.3333333333333333]}","[['num_layers', 2]]",csl,False,0.32666666666666666,VerGD,3,32,,0.001,20,0.32666666666666666,0.019999999999999997,,last,0,0,False,10,16,16,./saved_exp/2023-10-24 11:50:14.526928,,100,"{'val_loss': [1.7043908834457397, 1.7649264335632324, 1.6765559911727905, 1.7444525957107544, 1.9259694814682007, 1.6962286233901978, 1.7032610177993774, 1.674918293952942, 1.801300287246704, 1.6991456747055054], 'acc': [0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.26666666666666666, 0.3333333333333333]}",32,acc,0.019999999999999997,2,./data
"{'val_loss': 0.11309988796710968, 'h1000': 1.0, 'h100': 1.0, 'h10': 0.7677824267782427, 'h3': 0.5502092050209205, 'h1': 0.35355648535564854, 'mrr': 0.4875580694137201}","[['num_layers', 3]]",fb237_v2,True,0.7677824267782427,VerGD,3,32,4,0.0001,20,0.7633262260127932,0.0,ind,last,0,0,False,10,64,64,./saved_exp/2023-10-26 12:59:11.417015,50,100,"{'val_loss': 0.11329886317253113, 'h1000': 1.0, 'h100': 1.0, 'h10': 0.7633262260127932, 'h3': 0.5223880597014925, 'h1': 0.34328358208955223, 'mrr': 0.47547241754710556}",32,h10,0.0,2,./data
"{'val_loss': 0.5326396226882935, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7384937238493724, 'mrr': 0.8692468619246861}","[['num_layers', 2]]",fb237_v2,True,1.0,HorGD,3,32,4,0.0001,20,1.0,0.0,ind,last,0,0,False,10,64,64,./saved_exp/2023-10-24 14:35:09.361442,1,100,"{'val_loss': 0.5277531147003174, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7313432835820896, 'mrr': 0.8656716417910447}",32,h10,0.0,2,./data
"{'test_loss': [0.6770376563072205, 0.46151119470596313, 0.4893280267715454, 0.8904083967208862, 0.5573534369468689, 0.5146472454071045, 0.4765261113643646, 0.5153283476829529, 0.7875100374221802, 0.49410516023635864], 'acc': [0.7288135593220338, 0.7711864406779662, 0.7627118644067796, 0.7542372881355932, 0.7457627118644068, 0.7627118644067796, 0.7796610169491526, 0.7711864406779662, 0.7627118644067796, 0.788135593220339]}","[['num_layers', 3]]",DD,True,0.7627118644067796,HorGD,3,32,,0.001,20,0.8406779661016948,0.013018891098082392,,last,0,0,True,10,32,32,./saved_exp/2023-10-25 21:58:12.492499,,100,"{'val_loss': [0.5241664052009583, 0.4613202214241028, 0.5032380819320679, 0.5079451203346252, 0.502747654914856, 0.4987293779850006, 0.4604073166847229, 0.5123574733734131, 0.5537607669830322, 0.4413692355155945], 'acc': [0.8305084745762712, 0.864406779661017, 0.8305084745762712, 0.8305084745762712, 0.8305084745762712, 0.8389830508474576, 0.8389830508474576, 0.864406779661017, 0.8305084745762712, 0.847457627118644]}",32,acc,0.016079377933059576,5,./data
"{'test_loss': [0.01100462768226862, 0.019942987710237503, 0.15675124526023865, 0.0005883491248823702, 0.09276716411113739, 0.03737565129995346, 0.0012151784030720592, 0.00539504224434495, 0.11515811830759048, 0.08568152040243149], 'acc': [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]}","[['num_layers', 4]]",csl,False,1.0,HorGD,3,32,,0.001,20,1.0,0.0,,last,0,0,False,10,16,16,./saved_exp/2023-10-13 21:05:55.479942,,100,"{'val_loss': [0.01100462768226862, 0.019942987710237503, 0.15675124526023865, 0.0005883491248823702, 0.09276716411113739, 0.03737565129995346, 0.0012151784030720592, 0.005395026411861181, 0.11515811830759048, 0.08568152040243149], 'acc': [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]}",32,acc,0.0,4,./data
"{'val_loss': 0.6073340177536011, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7436797752808989, 'mrr': 0.8718398876404494}","[['num_layers', 2]]",fb237_v4,True,1.0,VerGD,3,32,4,0.0001,20,1.0,0.0,ind,last,0,0,True,10,64,64,./saved_exp/2023-10-25 18:20:08.714887,1,100,"{'val_loss': 0.6093778014183044, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7443502824858758, 'mrr': 0.8721751412429378}",32,h10,0.0,2,./data
"{'val_loss': 0.37431800365448, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.8670212765957447, 'mrr': 0.9335106382978723}","[['num_layers', 2]]",WN18RR_v1,True,1.0,HorGD,3,32,4,0.0001,20,1.0,0.0,ind,last,0,0,False,10,64,64,./saved_exp/2023-10-25 17:40:51.079536,1,100,"{'val_loss': 0.36575552821159363, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.8702702702702703, 'mrr': 0.9351351351351351}",32,h10,0.0,2,./data
"{'test_loss': [0.8206022381782532, 0.7771402597427368, 0.9192054271697998, 0.7508403658866882, 1.0087248086929321, 0.786849856376648, 0.7589970827102661, 0.8316071033477783, 0.7965988516807556, 0.7568656802177429], 'acc': [0.6, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6, 0.6, 0.6, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666]}","[['num_layers', 3]]",csl,False,0.64,HorGD,3,32,,0.001,20,0.64,0.03265986323710904,,last,0,0,False,10,16,16,./saved_exp/2023-10-24 14:38:27.702728,,100,"{'val_loss': [0.8206022381782532, 0.7771402597427368, 0.9192054271697998, 0.7508403658866882, 1.0087248086929321, 0.786849856376648, 0.7589970827102661, 0.8316071033477783, 0.7965988516807556, 0.7568656802177429], 'acc': [0.6, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6, 0.6, 0.6, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666]}",32,acc,0.03265986323710904,3,./data
"{'val_loss': 0.4127958416938782, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.8887515451174289, 'mrr': 0.9443757725587144}","[['num_layers', 2]]",nell_v3,True,1.0,HorGD,3,32,4,0.0001,20,1.0,0.0,ind,last,0,0,False,10,64,64,./saved_exp/2023-10-25 17:40:51.079541,1,100,"{'val_loss': 0.41674646735191345, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.8964241676942046, 'mrr': 0.9482120838471023}",32,h10,0.0,2,./data
"{'val_loss': 0.5854321122169495, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7317073170731707, 'mrr': 0.8658536585365854}","[['num_layers', 2]]",fb237_v1,True,1.0,HorGD,3,32,4,0.0001,20,1.0,0.0,ind,last,0,0,False,10,64,64,./saved_exp/2023-10-24 14:35:09.320429,1,100,"{'val_loss': 0.5884517431259155, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7281553398058253, 'mrr': 0.8640776699029126}",32,h10,0.0,2,./data
"{'val_loss': 0.09346450865268707, 'h1000': 1.0, 'h100': 1.0, 'h10': 0.7479768786127168, 'h3': 0.4867052023121387, 'h1': 0.30982658959537573, 'mrr': 0.4461468400847502}","[['num_layers', 3]]",fb237_v3,True,0.7479768786127168,HorGD,3,32,4,0.0001,20,0.6963048498845266,0.0,ind,last,0,0,False,10,64,64,./saved_exp/2023-10-26 15:51:24.127344,50,100,"{'val_loss': 0.09423649311065674, 'h1000': 1.0, 'h100': 1.0, 'h10': 0.6963048498845266, 'h3': 0.46882217090069284, 'h1': 0.2748267898383372, 'mrr': 0.41286828941745335}",32,h10,0.0,2,./data
"{'test_loss': [0.739037036895752, 0.7513824105262756, 0.7177242040634155, 0.7263494729995728, 0.6987308263778687, 0.7151974439620972, 0.6921331286430359, 0.7092370390892029, 0.8446646928787231, 0.7141426801681519], 'acc': [0.475, 0.4083333333333333, 0.5, 0.5166666666666667, 0.5166666666666667, 0.43333333333333335, 0.5416666666666666, 0.45, 0.475, 0.49166666666666664]}","[['num_layers', 2]]",exp,False,0.4808333333333333,VerGD,3,32,,0.0001,20,0.5275000000000001,0.03096817362677008,,last,0,0,True,10,64,64,./saved_exp/2023-10-24 18:04:04.228592,,100,"{'val_loss': [0.7168532609939575, 0.704243540763855, 0.738618791103363, 0.7264055013656616, 0.7033275365829468, 0.6880697011947632, 0.7006582617759705, 0.6869439482688904, 0.7845708131790161, 0.7022563219070435], 'acc': [0.5166666666666667, 0.5583333333333333, 0.5, 0.5083333333333333, 0.5166666666666667, 0.5916666666666667, 0.475, 0.5416666666666666, 0.5416666666666666, 0.525]}",32,acc,0.039095680352466335,2,./data
"{'val_loss': 0.6848230957984924, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.6760330578512397, 'mrr': 0.8380165289256198}","[['num_layers', 2]]",WN18RR_v3,True,1.0,HorGD,3,32,4,0.0001,20,1.0,0.0,ind,last,0,0,False,10,64,64,./saved_exp/2023-10-25 17:40:50.999833,1,100,"{'val_loss': 0.7473633885383606, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.6096654275092936, 'mrr': 0.8048327137546468}",32,h10,0.0,2,./data
"{'test_loss': 0.11658886820077896, 'auc': 0.7608818246779583, 'apr': 0.2925388569964415}","[['num_layers', 5]]",ogbg-molhiv,True,0.7608818246779583,VerGD,3,32,,0.0001,20,0.7945387517146776,0.0,,last,0,0,True,10,64,64,./saved_exp/2023-10-26 11:28:56.712747,,100,"{'val_loss': 0.08317462354898453, 'auc': 0.7945387517146776, 'apr': 0.2848885270620076}",32,auc,0.0,2,./data
"{'val_loss': 0.355292946100235, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.8936170212765957, 'mrr': 0.9468085106382979}","[['num_layers', 2]]",WN18RR_v1,True,1.0,VerGD,3,32,4,0.0001,20,1.0,0.0,ind,last,0,0,False,10,64,64,./saved_exp/2023-10-25 18:30:47.975920,1,100,"{'val_loss': 0.3627685010433197, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.8810810810810811, 'mrr': 0.9405405405405406}",32,h10,0.0,2,./data
"{'test_loss': 0.11689463257789612, 'auc': 0.7085845613086387, 'apr': 0.2959624057312447}","[['num_layers', 5]]",ogbg-molhiv,True,0.7085845613086387,HorGD,3,32,,0.0001,20,0.7605299578679207,0.0,,last,0,0,False,10,64,64,./saved_exp/2023-10-09 22:48:04.119139,,100,"{'val_loss': 0.08334807306528091, 'auc': 0.7605299578679207, 'apr': 0.263498479370642}",32,auc,0.0,2,./data
"{'val_loss': 0.7151784896850586, 'apr': 0.8607607551855531, 'auc': 0.8815270104038507, 'h50': 0.5398130760430832}","[['num_layers', 2]]",ogbl-collab,True,0.5398130760430832,HorGD,3,32,,0.001,32,0.6463284734704746,0.0,,last,0,0,False,10,512,4096,./saved_exp/2023-10-09 22:57:39.013050,,100,"{'val_loss': 0.6713752746582031, 'apr': 0.9051679084137221, 'auc': 0.9000618797017509, 'h50': 0.6463284734704746}",32,h50,0.0,2,./data
"{'val_loss': 0.6364914178848267, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7132947976878613, 'mrr': 0.8566473988439306}","[['num_layers', 2]]",fb237_v3,True,1.0,HorGD,3,32,4,0.0001,20,1.0,0.0,ind,last,0,0,False,10,64,64,./saved_exp/2023-10-24 14:35:09.320639,1,100,"{'val_loss': 0.6440577507019043, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.7240184757505773, 'mrr': 0.8620092378752887}",32,h10,0.0,2,./data
"{'val_loss': 0.5288988947868347, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.8697478991596639, 'mrr': 0.9348739495798319}","[['num_layers', 2]]",nell_v2,True,1.0,VerGD,3,32,4,0.0001,20,1.0,0.0,ind,last,0,0,False,10,64,64,./saved_exp/2023-10-25 18:31:56.871341,1,100,"{'val_loss': 0.571717381477356, 'h1000': 1.0, 'h100': 1.0, 'h10': 1.0, 'h3': 1.0, 'h1': 0.8235294117647058, 'mrr': 0.9117647058823529}",32,h10,0.0,2,./data
